;Zip;EV_Demand;Latitude;Longitude;x;y
0;10312;1;40.54649617268482;-74.17847472356844;12.08784297643156;60.715989172684814
1;10456;1;45.78342395;15.491631066666663;101.75794876666666;65.95291695
2;10469;1;37.65236893333333;126.83387439166668;213.10019209166668;57.821861933333324
3;11001;3;9.9027007;-84.1009748;2.165342899999999;30.0721937
4;11003;1;9.8785289;-84.12009165;2.1462260499999957;30.0480219
5;11004;22;12.15515135;-86.2539151;0.012402600000001485;32.32464435
6;11005;3;9.914804233333331;-84.11171613333333;2.1546015666666705;30.08429723333333
7;11021;2;45.93023975;7.627941283333333;93.89425898333333;66.09973275
8;11040;1;44.7740177447619;20.477690943809524;106.74400864380952;64.9435107447619
9;11101;165;9.975823525;-84.008675925;2.257641774999996;30.145316525
10;11102;9;12.1516383;-86.2663177;0.0;32.3211313
11;11103;7;-6.8103204;39.2854493;125.55176700000001;13.359172599999999
12;11104;6;31.7376484;35.9420996;122.20841730000001;51.9071414
13;11105;31;10.0585147;-83.9323123;2.3340053999999952;30.2280077
14;11106;21;54.69526165857143;25.403013724285717;111.66933142428572;74.86475465857143
15;11109;7;18.4479883;-69.9570582977707;16.3092594022293;38.617481299999994
16;11218;1;59.366660867241386;24.76128140977012;111.02759910977012;79.53615386724138
17;11354;48;37.88265225;127.0525504;213.3188681;58.052145249999995
18;11355;39;40.75044207374411;-73.81995406241496;12.446363637585037;60.919935073744114
19;11356;19;37.89494593333333;127.05674645;213.32306415;58.064438933333335
20;11357;48;40.78510841142056;-73.81049241294393;12.455825287056072;60.954601411420555
21;11358;51;37.8985754;127.06230306;213.32862076;58.0680684
22;11360;28;36.22279949;-5.3473204;80.9189973;56.39229249
23;11361;39;59.339178342857146;18.047358785714287;104.3136764857143;79.50867134285714
24;11362;49;37.997376491875;23.739727510625;110.006045210625;58.166869491875005
25;11363;20;38.00105183687944;23.747700978014183;110.01401867801418;58.17054483687944
26;11364;76;38.00421398;23.740473264;110.006790964;58.173706980000006
27;11365;59;40.73874303914016;-73.79327583071259;12.473041869287414;60.908236039140164
28;11366;26;37.87966786666667;127.05987436666668;213.3261920666667;58.04916086666667
29;11367;54;40.72879479374267;-73.82105754989742;12.445260150102584;60.89828779374267
30;11368;22;36.2101809;-5.3926938;80.8736239;56.3796739
31;11369;16;36.205334725;-5.4157016625;80.8506160375;56.374827725
32;11370;17;42.8850010474026;3.041142413636364;89.30746011363637;63.0544940474026
33;11372;8;40.7514356027027;-73.88320447943101;12.383113220568987;60.9209286027027
34;11373;39;24.64815625;46.64681055;132.91312825;44.81764925
35;11374;32;40.72495625551839;-73.86190200877927;12.404415691220734;60.894449255518396
36;11375;76;40.719402808201735;-73.84788763270903;12.41843006729097;60.88889580820174
37;11377;30;40.74480208969913;-73.9043830253552;12.3619346746448;60.914295089699124
38;11378;13;40.72400625270809;-73.90019673785464;12.36612096214536;60.89349925270808
39;11379;28;36.1821972;-5.4376885;80.8286292;56.35169019999999
40;11385;43;40.70390095251032;-73.89251209251665;12.373805607483348;60.87339395251031
41;11411;10;-20.169493;57.50713355;143.77345125;0.0
42;11412;10;59.426951616;24.7886449976;111.0549626976;79.596444616
43;11413;22;59.434761820779215;24.798236414285714;111.06455411428571;79.60425482077922
44;11414;22;59.429309451;24.802619557;111.068937257;79.598802451
45;11415;6;59.42324941939891;24.82461259180328;111.09093029180329;79.5927424193989
46;11416;2;59.430440971428574;24.791178225714287;111.05749592571429;79.59993397142857
47;11417;10;59.43348566190476;24.807870604761906;111.0741883047619;79.60297866190476
48;11418;16;40.69779283447835;-73.83464096309154;12.431676736908457;60.86728583447835
49;11419;15;40.68820316403208;-73.82343687845234;12.44288082154766;60.85769616403208
50;11420;28;59.34733133333334;18.06243996111111;104.32875766111111;79.51682433333333
51;11421;11;29.843024;31.3348631;117.60118080000001;50.012517
52;11422;10;16.9015522625;96.204919;182.47123670000002;37.0710452625
53;11423;15;51.27433528571429;29.04028507142857;115.30660277142857;71.44382828571429
54;11426;19;44.607033;20.3579121;106.6242298;64.776526
55;11427;29;37.8749974;127.0245676;213.2908853;58.0444904
56;11428;3;40.72131155285121;-73.74250707220887;12.523810627791136;60.89080455285121
57;11429;8;37.8582756;127.0523056;213.3186233;58.0277686
58;11432;62;44.5469944;20.8336889;107.1000066;64.7164874
59;11433;8;40.6972464775088;-73.78689996882336;12.479417731176639;60.8667394775088
60;11434;14;51.094326;29.0114605;115.2777782;71.263819
61;11435;25;37.841759225;127.0539152;213.3202329;58.01125222499999
62;11436;1;40.67662218320988;-73.79622860098765;12.470089099012355;60.846115183209875
63;11518;1;30.04637636930572;31.24715364604141;117.51347134604141;50.21586936930572
64;11520;1;50.0821899;14.425735;100.6920527;70.2516829
65;11572;1;50.85365066666667;28.604623333333333;114.87094103333334;71.02314366666667
66;11576;2;50.839723225;28.8061104;115.0724281;71.009216225
67;11691;14;25.0051675;121.5502642;207.81658190000002;45.1746605
68;11692;11;36.86345021055556;-5.178911662777778;81.08740603722222;57.03294321055556
69;11693;5;50.7199981;29.017132;115.2834497;70.8894911
70;11694;27;50.864979;28.8913;115.1576177;71.034472
71;11697;2;30.083412479721165;31.241422031051965;117.50773973105197;50.252905479721164
